Encompass Health Rehabilitation Hospital of Gadsden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"801 Goodyear Avenue, Gadsden, AL 35903-1133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State License # - H2804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicare (CCN) # - 013032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hospital Financial Aide Policy - Our hospital offers a financial aide policy.  For more information go to the hospital's main website and click on ""For Patients"" and then select ""Financial Assistance""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prices Posted and Effective 1/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note 1: General file information and additional details can be found on the Price Transparency page of this hospital's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note 2: SHOPPABLE SERVICE NOT OFFERED AT HOSPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note 3: Plan does not pay our hospital for the SHOPPABLE_SERVICES and/or the BILLING_REVENUE_SERVICE_CODE beginning with CMG. The Negotiated Charge for a specific Plan will only be displayed for applicable SHOPPABLE_SERVICES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATIENT_TYPE,SHOPPABLE_SERVICES,BILLING_REVENUE_SERVICE_CODE,GROSS_CHARGE,DISCOUNTED_CASH_PRICE,DEIDENTIFIED_MIN_NEGOTIATED_CHARGE,DEIDENTIFIED_MAX_NEGOTIATED_CHARGE,AETNA (AET) negotiated charge,AETNA MEDICARE (AETM) negotiated charge,ALAMED (ALMD) negotiated charge,AMBETTER AL EXCHANGE (AALZ) negotiated charge,ASCENSION COMPLETE MCR (ASCM) negotiated charge,BC FEP (BCFD) negotiated charge,BC/BS ALABAMA (BCAL) negotiated charge,BCBS AL MEDICARE ADVANTAG (BCAD) negotiated charge,BCBS OF AL EXCHANGE (BALZ) negotiated charge,CAREWORKS WORK COMP (CRWW) negotiated charge,CHAMPVA (CVA) negotiated charge,CIGNA (CIG) negotiated charge,HEALTHSPRING MEDICARE (HLSM) negotiated charge,MEDICARE (MCR) negotiated charge,MULTIPLAN WORK COMP (MULW) negotiated charge,PARADIGM WORK COMP (PARW) negotiated charge,PRIVATE HEALTHCARE SYSTEM (PHST) negotiated charge,THREE RIVERS HEALTH WC (TRPW) negotiated charge,TRICARE (TRI) negotiated charge,TRICARE FOR LIFE (TRIM) negotiated charge,UHC VA CCN (UHV) negotiated charge,UNITED HEALTHCARE (UHC) negotiated charge,UNITED HEALTHCARE EXCHANG (UHCZ) negotiated charge,UNITED HLTHCARE MEDICARE (UHCM) negotiated charge,VIVA HEALTH (VIH) negotiated charge,VIVA MEDICARE (VIVM) negotiated charge,WELLCARE MEDICARE (WLCM) negotiated charge
Inpatient Rehabilitation Services,"Psychotherapy, 30 minutes",90832,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"Psychotherapy, 45 minutes",90834,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"Psychotherapy, 60 minutes",90837,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"Family psychotherapy, not including patient, 50 minutes",90846,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"Family psychotherapy, including patient, 50 min",90847,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,Group psychotherapy,90853,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"Electrocardiogram, routine, with interpretation and report",93000,$166.00,$124.50,$116.20,$139.44,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,$139.44,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,$116.20,$132.80,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3
Inpatient Rehabilitation Services,Insertion of catheter into left heart for diagnosis,93452,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,Sleep study,95810,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"Physical therapy, therapeutic exercise",97110,$110.00,$82.50,$77.00,$92.40,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,$92.40,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,$77.00,$88.00,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3
Inpatient Rehabilitation Services,"New patient office or other outpatient visit, typically 30 min",99203,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"New patient office of other outpatient visit, typically 45 min",99204,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"New patient office of other outpatient visit, typically 60 min",99205,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"Patient office consultation, typically 40 min",99243,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"Patient office consultation, typically 60 min",99244,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"Initial new patient preventive medicine evaluation, for those ages 18 to 39",99385,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"Initial new patient preventive medicine evaluation, for those ages 40 to 64",99386,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0101-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$9405.08,$11064.80,Note 3,$11064.80,Note 3,Note 3,$11064.80,Note 3,Note 3,$10732.85,Note 3,Note 3,$11064.80,Note 3,$11064.80,$11064.80,Note 3,$11064.80,Note 3,Note 3,$11064.80,$11064.80,$11064.80,Note 3,Note 3,$10511.56,Note 3,$9405.08,$11064.80
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0101-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$12452.76,$14650.30,Note 3,$14650.30,Note 3,Note 3,$14650.30,Note 3,Note 3,$14210.80,Note 3,Note 3,$14650.30,Note 3,$14650.30,$14650.30,Note 3,$14650.30,Note 3,Note 3,$14650.30,$14650.30,$14650.30,Note 3,Note 3,$13917.79,Note 3,$12452.76,$14650.30
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0101-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$10800.45,$12706.41,Note 3,$12706.41,Note 3,Note 3,$12706.41,Note 3,Note 3,$12325.22,Note 3,Note 3,$12706.41,Note 3,$12706.41,$12706.41,Note 3,$12706.41,Note 3,Note 3,$12706.41,$12706.41,$12706.41,Note 3,Note 3,$12071.09,Note 3,$10800.45,$12706.41
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0101-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$9869.35,$11611.00,Note 3,$11611.00,Note 3,Note 3,$11611.00,Note 3,Note 3,$11262.67,Note 3,Note 3,$11611.00,Note 3,$11611.00,$11611.00,Note 3,$11611.00,Note 3,Note 3,$11611.00,$11611.00,$11611.00,Note 3,Note 3,$11030.45,Note 3,$9869.35,$11611.00
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0102-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$11935.06,$14041.25,Note 3,$14041.25,Note 3,Note 3,$14041.25,Note 3,Note 3,$13620.01,Note 3,Note 3,$14041.25,Note 3,$14041.25,$14041.25,Note 3,$14041.25,Note 3,Note 3,$14041.25,$14041.25,$14041.25,Note 3,Note 3,$13339.18,Note 3,$11935.06,$14041.25
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0102-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$15801.90,$18590.47,Note 3,$18590.47,Note 3,Note 3,$18590.47,Note 3,Note 3,$18032.76,Note 3,Note 3,$18590.47,Note 3,$18590.47,$18590.47,Note 3,$18590.47,Note 3,Note 3,$18590.47,$18590.47,$18590.47,Note 3,Note 3,$17660.95,Note 3,$15801.90,$18590.47
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0102-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$13704.39,$16122.82,Note 3,$16122.82,Note 3,Note 3,$16122.82,Note 3,Note 3,$15639.13,Note 3,Note 3,$16122.82,Note 3,$16122.82,$16122.82,Note 3,$16122.82,Note 3,Note 3,$16122.82,$16122.82,$16122.82,Note 3,Note 3,$15316.68,Note 3,$13704.39,$16122.82
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0102-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$12522.72,$14732.61,Note 3,$14732.61,Note 3,Note 3,$14732.61,Note 3,Note 3,$14290.63,Note 3,Note 3,$14732.61,Note 3,$14732.61,$14732.61,Note 3,$14732.61,Note 3,Note 3,$14732.61,$14732.61,$14732.61,Note 3,Note 3,$13995.98,Note 3,$12522.72,$14732.61
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0103-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$15382.15,$18096.64,Note 3,$18096.64,Note 3,Note 3,$18096.64,Note 3,Note 3,$17553.74,Note 3,Note 3,$18096.64,Note 3,$18096.64,$18096.64,Note 3,$18096.64,Note 3,Note 3,$18096.64,$18096.64,$18096.64,Note 3,Note 3,$17191.81,Note 3,$15382.15,$18096.64
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0103-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$20367.07,$23961.25,Note 3,$23961.25,Note 3,Note 3,$23961.25,Note 3,Note 3,$23242.42,Note 3,Note 3,$23961.25,Note 3,$23961.25,$23961.25,Note 3,$23961.25,Note 3,Note 3,$23961.25,$23961.25,$23961.25,Note 3,Note 3,$22763.19,Note 3,$20367.07,$23961.25
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0103-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$17664.09,$20781.28,Note 3,$20781.28,Note 3,Note 3,$20781.28,Note 3,Note 3,$20157.85,Note 3,Note 3,$20781.28,Note 3,$20781.28,$20781.28,Note 3,$20781.28,Note 3,Note 3,$20781.28,$20781.28,$20781.28,Note 3,Note 3,$19742.22,Note 3,$17664.09,$20781.28
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0103-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$16141.52,$18990.03,Note 3,$18990.03,Note 3,Note 3,$18990.03,Note 3,Note 3,$18420.33,Note 3,Note 3,$18990.03,Note 3,$18990.03,$18990.03,Note 3,$18990.03,Note 3,Note 3,$18990.03,$18990.03,$18990.03,Note 3,Note 3,$18040.53,Note 3,$16141.52,$18990.03
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0104-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$19631.86,$23096.30,Note 3,$23096.30,Note 3,Note 3,$23096.30,Note 3,Note 3,$22403.41,Note 3,Note 3,$23096.30,Note 3,$23096.30,$23096.30,Note 3,$23096.30,Note 3,Note 3,$23096.30,$23096.30,$23096.30,Note 3,Note 3,$21941.49,Note 3,$19631.86,$23096.30
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0104-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$25993.07,$30580.08,Note 3,$30580.08,Note 3,Note 3,$30580.08,Note 3,Note 3,$29662.68,Note 3,Note 3,$30580.08,Note 3,$30580.08,$30580.08,Note 3,$30580.08,Note 3,Note 3,$30580.08,$30580.08,$30580.08,Note 3,Note 3,$29051.07,Note 3,$25993.07,$30580.08
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0104-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$22542.16,$26520.19,Note 3,$26520.19,Note 3,Note 3,$26520.19,Note 3,Note 3,$25724.59,Note 3,Note 3,$26520.19,Note 3,$26520.19,$26520.19,Note 3,$26520.19,Note 3,Note 3,$26520.19,$26520.19,$26520.19,Note 3,Note 3,$25194.18,Note 3,$22542.16,$26520.19
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0104-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$20599.84,$24235.10,Note 3,$24235.10,Note 3,Note 3,$24235.10,Note 3,Note 3,$23508.05,Note 3,Note 3,$24235.10,Note 3,$24235.10,$24235.10,Note 3,$24235.10,Note 3,Note 3,$24235.10,$24235.10,$24235.10,Note 3,Note 3,$23023.35,Note 3,$20599.84,$24235.10
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0105-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$24549.36,$28881.60,Note 3,$28881.60,Note 3,Note 3,$28881.60,Note 3,Note 3,$28015.15,Note 3,Note 3,$28881.60,Note 3,$28881.60,$28881.60,Note 3,$28881.60,Note 3,Note 3,$28881.60,$28881.60,$28881.60,Note 3,Note 3,$27437.52,Note 3,$24549.36,$28881.60
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0105-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$32503.10,$38238.94,Note 3,$38238.94,Note 3,Note 3,$38238.94,Note 3,Note 3,$37091.77,Note 3,Note 3,$38238.94,Note 3,$38238.94,$38238.94,Note 3,$38238.94,Note 3,Note 3,$38238.94,$38238.94,$38238.94,Note 3,Note 3,$36326.99,Note 3,$32503.10,$38238.94
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0105-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$28188.52,$33162.96,Note 3,$33162.96,Note 3,Note 3,$33162.96,Note 3,Note 3,$32168.07,Note 3,Note 3,$33162.96,Note 3,$33162.96,$33162.96,Note 3,$33162.96,Note 3,Note 3,$33162.96,$33162.96,$33162.96,Note 3,Note 3,$31504.81,Note 3,$28188.52,$33162.96
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0105-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$25759.02,$30304.73,Note 3,$30304.73,Note 3,Note 3,$30304.73,Note 3,Note 3,$29395.59,Note 3,Note 3,$30304.73,Note 3,$30304.73,$30304.73,Note 3,$30304.73,Note 3,Note 3,$30304.73,$30304.73,$30304.73,Note 3,Note 3,$28789.49,Note 3,$25759.02,$30304.73
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0106-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$27921.40,$32848.71,Note 3,$32848.71,Note 3,Note 3,$32848.71,Note 3,Note 3,$31863.24,Note 3,Note 3,$32848.71,Note 3,$32848.71,$32848.71,Note 3,$32848.71,Note 3,Note 3,$32848.71,$32848.71,$32848.71,Note 3,Note 3,$31206.27,Note 3,$27921.40,$32848.71
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0106-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$36969.05,$43493.00,Note 3,$43493.00,Note 3,Note 3,$43493.00,Note 3,Note 3,$42188.21,Note 3,Note 3,$43493.00,Note 3,$43493.00,$43493.00,Note 3,$43493.00,Note 3,Note 3,$43493.00,$43493.00,$43493.00,Note 3,Note 3,$41318.35,Note 3,$36969.05,$43493.00
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0106-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$32061.72,$37719.67,Note 3,$37719.67,Note 3,Note 3,$37719.67,Note 3,Note 3,$36588.08,Note 3,Note 3,$37719.67,Note 3,$37719.67,$37719.67,Note 3,$37719.67,Note 3,Note 3,$37719.67,$37719.67,$37719.67,Note 3,Note 3,$35833.69,Note 3,$32061.72,$37719.67
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0106-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$29298.96,$34469.37,Note 3,$34469.37,Note 3,Note 3,$34469.37,Note 3,Note 3,$33435.29,Note 3,Note 3,$34469.37,Note 3,$34469.37,$34469.37,Note 3,$34469.37,Note 3,Note 3,$34469.37,$34469.37,$34469.37,Note 3,Note 3,$32745.90,Note 3,$29298.96,$34469.37
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, traumatic",CMG 0201-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$9135.41,$10747.55,Note 3,$10747.55,Note 3,Note 3,$10747.55,Note 3,Note 3,$10425.12,Note 3,Note 3,$10747.55,Note 3,$10747.55,$10747.55,Note 3,$10747.55,Note 3,Note 3,$10747.55,$10747.55,$10747.55,Note 3,Note 3,$10210.17,Note 3,$9135.41,$10747.55
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, traumatic",CMG 0201-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$12971.73,$15260.86,Note 3,$15260.86,Note 3,Note 3,$15260.86,Note 3,Note 3,$14803.03,Note 3,Note 3,$15260.86,Note 3,$15260.86,$15260.86,Note 3,$15260.86,Note 3,Note 3,$15260.86,$15260.86,$15260.86,Note 3,Note 3,$14497.82,Note 3,$12971.73,$15260.86
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, traumatic",CMG 0201-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$10683.42,$12568.73,Note 3,$12568.73,Note 3,Note 3,$12568.73,Note 3,Note 3,$12191.67,Note 3,Note 3,$12568.73,Note 3,$12568.73,$12568.73,Note 3,$12568.73,Note 3,Note 3,$12568.73,$12568.73,$12568.73,Note 3,Note 3,$11940.30,Note 3,$10683.42,$12568.73
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, traumatic",CMG 0201-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$9703.99,$11416.46,Note 3,$11416.46,Note 3,Note 3,$11416.46,Note 3,Note 3,$11073.97,Note 3,Note 3,$11416.46,Note 3,$11416.46,$11416.46,Note 3,$11416.46,Note 3,Note 3,$11416.46,$11416.46,$11416.46,Note 3,Note 3,$10845.64,Note 3,$9703.99,$11416.46
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, traumatic",CMG 0202-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$11947.78,$14056.21,Note 3,$14056.21,Note 3,Note 3,$14056.21,Note 3,Note 3,$13634.52,Note 3,Note 3,$14056.21,Note 3,$14056.21,$14056.21,Note 3,$14056.21,Note 3,Note 3,$14056.21,$14056.21,$14056.21,Note 3,Note 3,$13353.40,Note 3,$11947.78,$14056.21
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, traumatic",CMG 0202-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$16963.23,$19956.74,Note 3,$19956.74,Note 3,Note 3,$19956.74,Note 3,Note 3,$19358.04,Note 3,Note 3,$19956.74,Note 3,$19956.74,$19956.74,Note 3,$19956.74,Note 3,Note 3,$19956.74,$19956.74,$19956.74,Note 3,Note 3,$18958.90,Note 3,$16963.23,$19956.74
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, traumatic",CMG 0202-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$13971.51,$16437.07,Note 3,$16437.07,Note 3,Note 3,$16437.07,Note 3,Note 3,$15943.96,Note 3,Note 3,$16437.07,Note 3,$16437.07,$16437.07,Note 3,$16437.07,Note 3,Note 3,$16437.07,$16437.07,$16437.07,Note 3,Note 3,$15615.22,Note 3,$13971.51,$16437.07
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, traumatic",CMG 0202-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$12689.35,$14928.65,Note 3,$14928.65,Note 3,Note 3,$14928.65,Note 3,Note 3,$14480.79,Note 3,Note 3,$14928.65,Note 3,$14928.65,$14928.65,Note 3,$14928.65,Note 3,Note 3,$14928.65,$14928.65,$14928.65,Note 3,Note 3,$14182.21,Note 3,$12689.35,$14928.65
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, traumatic",CMG 0203-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$14878.44,$17504.05,Note 3,$17504.05,Note 3,Note 3,$17504.05,Note 3,Note 3,$16978.92,Note 3,Note 3,$17504.05,Note 3,$17504.05,$17504.05,Note 3,$17504.05,Note 3,Note 3,$17504.05,$17504.05,$17504.05,Note 3,Note 3,$16628.84,Note 3,$14878.44,$17504.05
