hospital_name,last_updated_on,version,hospital_location,hospital_address,license_number|AL,,"To the best of its knowledge and belief, the hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date indicated.",,,,,,,,,,,
DIMETH SULF 50% 50ML,7211998,CDM,BOTH,5,ML,1338.58,1338.58,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,321.26,1771.02,Fee Schedule,negotiated rate
DIPYRIDAMOLE 10MGINJ,7212165,CDM,BOTH,1,ME,25.12,25.12,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,1144.49,Fee Schedule,negotiated rate
DOBUTAMINE 250MG INJ,1210207,CDM,BOTH,25,UN,245.66,245.66,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,171.96,Fee Schedule,negotiated rate
DOLASETRON 10MG INJ,1210946,CDM,BOTH,1,UN,288.93,288.93,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,210.04,Fee Schedule,negotiated rate
DOPAMIN HCL 40MG INJ,1210798,CDM,BOTH,4,UN,7.26,7.26,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,247.04,Fee Schedule,negotiated rate
DOPAMIN HCL 40MG INJ,1211035,CDM,BOTH,4,UN,16.32,16.32,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,11.42,Fee Schedule,negotiated rate
DOPAMIN HCL 40MG INJ,7212095,CDM,BOTH,4,UN,16.39,16.39,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,13.95,Fee Schedule,negotiated rate
EPTIFABITIDE 5MG IJ,1210327,CDM,BOTH,,,150.74,150.74,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,3.35,105.52,Fee Schedule,negotiated rate
EPTIFABITIDE 5MG IJ,7211833,CDM,BOTH,,,150.74,150.74,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,3.35,128.88,Fee Schedule,negotiated rate
ERTAPENEM SOD/500MG,7211834,CDM,BOTH,5,ME,545.03,545.03,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,381.52,Fee Schedule,negotiated rate
ERYTHROMYC 500MG INJ,7212002,CDM,BOTH,5,UN,168.9,168.9,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,40.54,466,Fee Schedule,negotiated rate
ESTROGEN CNJ 25MGINJ,7212121,CDM,BOTH,25,ME,632.3,632.3,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,144.41,442.61,Fee Schedule,negotiated rate
FER CARBOXYM 1MG INJ,1213969,CDM,BOTH,1,UN,12.66,12.66,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1.12,540.62,Fee Schedule,negotiated rate
FILGRASTI G-CSF 1MCG,1213701,CDM,BOTH,1,UN,12.43,12.43,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,10.82,Fee Schedule,negotiated rate
TBO-FILGRASTIM 1MCG,1214281,CDM,BOTH,1,UN,9.03,9.03,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,10.63,Fee Schedule,negotiated rate
TBO-FILGRASTIM 1MCG,1214282,CDM,BOTH,1,UN,9.03,9.03,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,7.72,Fee Schedule,negotiated rate
FLUCONAZOL 200MG INJ,1210238,CDM,BOTH,2,UN,66.18,66.18,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,46.33,Fee Schedule,negotiated rate
FLUCONAZOL 200MG INJ,7212137,CDM,BOTH,2,UN,112.55,112.55,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,78.79,Fee Schedule,negotiated rate
"FOMEPIZOLE, 15 MG",7212212,CDM,BOTH,15,ME,102.31,102.31,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,6.06,96.23,Fee Schedule,negotiated rate
FOSAPREPITANT 1MG IJ,1212647,CDM,BOTH,,,17.35,17.35,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,87.48,Fee Schedule,negotiated rate
IVIG (OCTAGAM) 500MG,1214020,CDM,BOTH,5,ME,792.6,792.6,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,14.83,554.82,Fee Schedule,negotiated rate
IVIG (OCTAGAM) 500MG,1214027,CDM,BOTH,5,ME,792.6,792.6,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,44.79,677.67,Fee Schedule,negotiated rate
IVIG (OCTAGAM) 500MG,1214028,CDM,BOTH,5,ME,721.42,721.42,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,44.79,677.67,Fee Schedule,negotiated rate
IVIG (OCTAGAM) 500MG,1214029,CDM,BOTH,5,ME,792.6,792.6,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,44.79,616.81,Fee Schedule,negotiated rate
GENTAMICIN UPTO 80MG,1211039,CDM,BOTH,8,ME,113.05,113.05,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,677.67,Fee Schedule,negotiated rate
GENTAMICIN UPTO 80MG,1211040,CDM,BOTH,8,ME,21.1,21.1,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,96.66,Fee Schedule,negotiated rate
GENTAMICIN UPTO 80MG,1212982,CDM,BOTH,8,ME,68.39,68.39,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,47.87,Fee Schedule,negotiated rate
GENTAMICIN UPTO 80MG,1212983,CDM,BOTH,8,ME,135.41,135.41,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,94.79,Fee Schedule,negotiated rate
GENTAMICIN UPTO 80MG,1212984,CDM,BOTH,8,ME,83.13,83.13,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,115.78,Fee Schedule,negotiated rate
GENTAMICIN UPTO 80MG,1216142,CDM,BOTH,8,ME,81.5,81.5,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,71.08,Fee Schedule,negotiated rate
GENTAMICIN UPTO 80MG,1219353,CDM,BOTH,8,ME,115.85,115.85,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,81.1,Fee Schedule,negotiated rate
GENTAMICIN UPTO 80MG,7212248,CDM,BOTH,8,ME,188.43,188.43,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,131.9,Fee Schedule,negotiated rate
GLUCAGON 1MG INJ,1216159,CDM,BOTH,1,UN,2470.97,2470.97,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,161.11,1729.68,Fee Schedule,negotiated rate
GLUCAGON 1MG INJ,7212117,CDM,BOTH,1,UN,1630.31,1630.31,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,187.5,2112.68,Fee Schedule,negotiated rate
HALOPERIDOL 5MG INJ,7212003,CDM,BOTH,5,UN,170.31,170.31,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,1393.92,Fee Schedule,negotiated rate
HALOPER DEC 50MGINJ,1212542,CDM,BOTH,5,ME,270.79,270.79,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,189.55,Fee Schedule,negotiated rate
HEPARIN NA 10U FLUSH,1211117,CDM,BOTH,,,1.96,1.96,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,231.53,Fee Schedule,negotiated rate
HEPARIN NA 10U FLUSH,1212634,CDM,BOTH,,,15.36,15.36,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,10.75,Fee Schedule,negotiated rate
HEPARIN 1000U INJ,1210539,CDM,BOTH,1,UN,81.86,81.86,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,57.3,Fee Schedule,negotiated rate
HEPARIN 1000U INJ,1210540,CDM,BOTH,1,UN,174.47,174.47,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,122.13,Fee Schedule,negotiated rate
HEPARIN 1000U INJ,1210902,CDM,BOTH,1,UN,23.73,23.73,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,149.17,Fee Schedule,negotiated rate
HEPARIN 1000U INJ,1211118,CDM,BOTH,1,UN,12.3,12.3,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,20.29,Fee Schedule,negotiated rate
HEPARIN 1000U INJ,1211162,CDM,BOTH,1,UN,7.97,7.97,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,10.52,Fee Schedule,negotiated rate
HEPARIN 1000U INJ,1211179,CDM,BOTH,1,UN,111.67,111.67,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,78.17,Fee Schedule,negotiated rate
HEPARIN 1000U INJ,1212626,CDM,BOTH,1,UN,5.42,5.42,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,95.48,Fee Schedule,negotiated rate
HEPARIN 1000U INJ,1214935,CDM,BOTH,1,UN,5.46,5.46,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,4.63,Fee Schedule,negotiated rate
ENOXAPARIN 10MG INJ,1210181,CDM,BOTH,1,UN,25.57,25.57,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,17.9,Fee Schedule,negotiated rate
ENOXAPARIN 10MG INJ,1210182,CDM,BOTH,1,UN,25.57,25.57,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,21.86,Fee Schedule,negotiated rate
ENOXAPARIN 10MG INJ,1210183,CDM,BOTH,1,UN,25.57,25.57,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,21.86,Fee Schedule,negotiated rate
ENOXAPARIN 10MG INJ,1210185,CDM,BOTH,1,UN,25.57,25.57,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,21.86,Fee Schedule,negotiated rate
ENOXAPARIN 10MG INJ,1210186,CDM,BOTH,1,UN,25.57,25.57,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,21.86,Fee Schedule,negotiated rate
ENOXAPARIN 10MG INJ,1210187,CDM,BOTH,1,UN,25.57,25.57,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,21.86,Fee Schedule,negotiated rate
ENOXAPARIN 10MG INJ,7211970,CDM,BOTH,1,UN,25.57,25.57,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,21.86,Fee Schedule,negotiated rate
FONDAPARIN 0.5MG INJ,1210221,CDM,BOTH,,,237.27,237.27,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,166.09,Fee Schedule,negotiated rate
FONDAPARIN 0.5MG INJ,1210222,CDM,BOTH,,,58.63,58.63,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,202.87,Fee Schedule,negotiated rate
FONDAPARIN 0.5MG INJ,1210223,CDM,BOTH,,,50.43,50.43,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,50.13,Fee Schedule,negotiated rate
FONDAPARIN 0.5MG INJ,7212335,CDM,BOTH,,,34.91,34.91,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,43.12,Fee Schedule,negotiated rate
TETANUS IG HUM 250U,7212193,CDM,BOTH,25,UN,4953.01,4953.01,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,29.85,3467.11,Fee Schedule,negotiated rate
HYDROCORTIS 100MGINJ,7212006,CDM,BOTH,1,ME,162.37,162.37,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,4234.82,Fee Schedule,negotiated rate
IBUTILIDE 1MG INJ,7212319,CDM,BOTH,1,UN,4902.7,4902.7,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,138.83,3431.89,Fee Schedule,negotiated rate
IRON SUCROSE 1MG INJ,7212007,CDM,BOTH,1,UN,9.64,9.64,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,4191.81,Fee Schedule,negotiated rate
DROPERIDOL UP TO 5MG,7212008,CDM,BOTH,5,ME,111.67,111.67,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,78.17,Fee Schedule,negotiated rate
PROPRANOLOL 1MG/ML,1218225,CDM,BOTH,1,ML,192.62,192.62,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,134.83,Fee Schedule,negotiated rate
ESMOLOL INJ 10 MG,1210959,CDM,BOTH,1,ME,10.86,10.86,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,164.69,Fee Schedule,negotiated rate
ESMOLOL INJ 10 MG,1211073,CDM,BOTH,1,ME,3.1,3.1,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,9.29,Fee Schedule,negotiated rate
METRONIDAZ INJ 10 MG,1211074,CDM,BOTH,1,ME,1.3,1.3,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,2.65,Fee Schedule,negotiated rate
KETOROLAC 15MG INJ,7212012,CDM,BOTH,15,UN,40.31,40.31,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,28.22,Fee Schedule,negotiated rate
LABETALOL INJ 5 MG,1211078,CDM,BOTH,5,ME,82.42,82.42,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,57.69,Fee Schedule,negotiated rate
LABETALOL INJ 5 MG,1211090,CDM,BOTH,5,ME,64.78,64.78,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,70.47,Fee Schedule,negotiated rate
FUROSEMIDE 20MG INJ,1210262,CDM,BOTH,2,UN,86.23,86.23,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,60.36,Fee Schedule,negotiated rate
FUROSEMIDE 20MG INJ,1210263,CDM,BOTH,2,UN,69.78,69.78,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,73.73,Fee Schedule,negotiated rate
FUROSEMIDE 20MG INJ,7212013,CDM,BOTH,2,UN,75.43,75.43,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,59.66,Fee Schedule,negotiated rate
ARIPIPRAZ LAUROX 1MG,1214779,CDM,BOTH,1,ME,4903.01,4903.01,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,3.05,3432.11,Fee Schedule,negotiated rate
ARIPIPRAZ LAUROX 1MG,1214548,CDM,BOTH,1,ME,29.42,29.42,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,3.11,4192.07,Fee Schedule,negotiated rate
LEVETIRACET 10MG INJ,1210090,CDM,BOTH,1,UN,2.09,2.09,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,25.15,Fee Schedule,negotiated rate
LEVOFLOXAC 250MG INJ,1210224,CDM,BOTH,25,UN,178.66,178.66,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,125.06,Fee Schedule,negotiated rate
LEVOFLOXAC 250MG INJ,1210225,CDM,BOTH,25,UN,178.66,178.66,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,152.75,Fee Schedule,negotiated rate
LEVOFLOXAC 250MG INJ,7212343,CDM,BOTH,25,UN,200.99,200.99,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,152.75,Fee Schedule,negotiated rate
LIDOCAINE 10MG IV,1213920,CDM,BOTH,1,UN,1,1,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,1,Fee Schedule,negotiated rate
LIDOCAINE 10MG IV,1218919,CDM,BOTH,1,UN,10.89,10.89,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,7.62,Fee Schedule,negotiated rate
LINCOMYCIN HCL 300MG,1214509,CDM,BOTH,3,ME,226.54,226.54,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,158.58,Fee Schedule,negotiated rate
LINCOMYCIN HCL 300MG,7212098,CDM,BOTH,3,ME,142.37,142.37,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,193.69,Fee Schedule,negotiated rate
LINEZOLID 200 MG,1214049,CDM,BOTH,2,ME,281.86,281.86,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,197.3,Fee Schedule,negotiated rate
LORAZEPAM 2MG INJ,1210968,CDM,BOTH,2,UN,13.6,13.6,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,240.99,Fee Schedule,negotiated rate
LORAZEPAM 2MG INJ,7212016,CDM,BOTH,2,UN,110.28,110.28,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,77.2,Fee Schedule,negotiated rate
MANNITOL 25% 50MLINJ,7212149,CDM,BOTH,5,ML,157.72,157.72,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,110.4,Fee Schedule,negotiated rate
MEPERID HCL 100MGINJ,1210267,CDM,BOTH,1,ME,110.28,110.28,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,134.85,Fee Schedule,negotiated rate
MEPERID HCL 100MGINJ,1212530,CDM,BOTH,1,ME,53.03,53.03,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,94.29,Fee Schedule,negotiated rate
MEROPENEM 100MG INJ,1210210,CDM,BOTH,1,UN,55.83,55.83,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,45.34,Fee Schedule,negotiated rate
MEROPENEM 100MG INJ,7212155,CDM,BOTH,1,UN,57.24,57.24,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,47.73,Fee Schedule,negotiated rate
METHYLERGONV .2MGINJ,7212125,CDM,BOTH,2,ME,214.95,214.95,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,150.47,Fee Schedule,negotiated rate
METHYLNALTR .1MG INJ,1212812,CDM,BOTH,1,UN,5.45,5.45,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1.2,183.78,Fee Schedule,negotiated rate
MICAFUNGIN 1MG INJ,7212258,CDM,BOTH,1,UN,23.73,23.73,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,16.61,Fee Schedule,negotiated rate
MIDAZOL  HCL 1MG INJ,1210537,CDM,BOTH,1,UN,8.46,8.46,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,20.29,Fee Schedule,negotiated rate
MIDAZOL  HCL 1MG INJ,1210538,CDM,BOTH,1,UN,23.73,23.73,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,16.61,Fee Schedule,negotiated rate
MIDAZOL  HCL 1MG INJ,1211037,CDM,BOTH,1,UN,111.67,111.67,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,78.17,Fee Schedule,negotiated rate
MIDAZOL  HCL 1MG INJ,7212018,CDM,BOTH,1,UN,2.36,2.36,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,95.48,Fee Schedule,negotiated rate
MILRINONE 5MG INJ,1212670,CDM,BOTH,5,UN,37.76,37.76,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,26.43,Fee Schedule,negotiated rate
MILRINONE 5MG INJ,7211845,CDM,BOTH,5,UN,183.58,183.58,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,128.51,Fee Schedule,negotiated rate
MORPHINE UP TO 10MG,1210740,CDM,BOTH,1,ME,85.15,85.15,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,156.96,Fee Schedule,negotiated rate
MORPHINE UP TO 10MG,1210741,CDM,BOTH,1,ME,54.43,54.43,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,72.8,Fee Schedule,negotiated rate
MORPHINE UP TO 10MG,1216085,CDM,BOTH,1,ME,70.47,70.47,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,49.33,Fee Schedule,negotiated rate
MORPHINE UP TO 10MG,1216089,CDM,BOTH,1,ME,72.14,72.14,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,60.25,Fee Schedule,negotiated rate
MORPHINE UP TO 10MG,7212243,CDM,BOTH,1,ME,92.14,92.14,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,64.5,Fee Schedule,negotiated rate
MORPHINE PF 10MG INJ,1210251,CDM,BOTH,1,UN,139.59,139.59,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,97.71,Fee Schedule,negotiated rate
MORPHINE PF 10MG INJ,1210252,CDM,BOTH,1,UN,248.45,248.45,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,173.92,Fee Schedule,negotiated rate
MORPHINE PF 10MG INJ,1211217,CDM,BOTH,1,UN,157.72,157.72,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,212.42,Fee Schedule,negotiated rate
MORPHINE PF 10MG INJ,1213136,CDM,BOTH,1,UN,92.14,92.14,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,134.85,Fee Schedule,negotiated rate
MORPHINE PF 10MG INJ,1213936,CDM,BOTH,1,UN,92.14,92.14,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,78.78,Fee Schedule,negotiated rate
NALBUPHINE 10MG INJ,1211530,CDM,BOTH,1,UN,61.19,61.19,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,78.78,Fee Schedule,negotiated rate
NALBUPHINE 10MG INJ,7212129,CDM,BOTH,1,UN,92.8,92.8,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,64.96,Fee Schedule,negotiated rate
NITROGLYCER INJ 5 MG,1211136,CDM,BOTH,5,ME,23.65,23.65,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1.29,79.34,Fee Schedule,negotiated rate
NALOXONE HCL 1MG INJ,1212886,CDM,BOTH,1,UN,171.98,171.98,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,120.39,Fee Schedule,negotiated rate
NALOXONE HCL 1MG INJ,7212021,CDM,BOTH,1,UN,219.14,219.14,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,153.4,Fee Schedule,negotiated rate
OCTREOTIDE ND 25MCG,1210162,CDM,BOTH,25,UN,87.93,87.93,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,187.36,Fee Schedule,negotiated rate
ORPHENADR UP TO 60MG,1218126,CDM,BOTH,6,ME,174.47,174.47,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,122.13,Fee Schedule,negotiated rate
PHENYLEPHR 20MCG INJ,1216235,CDM,BOTH,2,UN,1,1,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,1,Fee Schedule,negotiated rate
CHLOROPR HCL INJ 1MG,1216150,CDM,BOTH,1,ME,1,1,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,1,Fee Schedule,negotiated rate
ONDANSETRON 1MG INJ,7212023,CDM,BOTH,1,UN,21.41,21.41,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,14.99,Fee Schedule,negotiated rate
ORITAVANCIN 10MG INJ,1213993,CDM,BOTH,1,UN,239.9,239.9,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,18.31,167.93,Fee Schedule,negotiated rate
PALIPERIDONE 1MG INJ,1211627,CDM,BOTH,1,UN,111.96,111.96,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,14.32,205.11,Fee Schedule,negotiated rate
PALIPERIDONE 1MG INJ,1211629,CDM,BOTH,1,UN,97.65,97.65,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,14.32,95.73,Fee Schedule,negotiated rate
PALIPERIDONE 1MG INJ,1211630,CDM,BOTH,1,UN,102.34,102.34,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,14.32,83.49,Fee Schedule,negotiated rate
PALIPERIDONE 1MG INJ,1211631,CDM,BOTH,1,UN,104.91,104.91,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,14.32,87.5,Fee Schedule,negotiated rate
PAMIDRONATE 30MG IJ,1210166,CDM,BOTH,,,407.57,407.57,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,285.3,Fee Schedule,negotiated rate
PAMIDRONATE 30MG IJ,7211849,CDM,BOTH,,,254.19,254.19,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,348.47,Fee Schedule,negotiated rate
PARICALCITOL 1MCGINJ,7212138,CDM,BOTH,1,UN,82.34,82.34,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,217.33,Fee Schedule,negotiated rate
PENICI G POT .6MUINJ,7212173,CDM,BOTH,,,189.83,189.83,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,132.88,Fee Schedule,negotiated rate
PIPER/TAZOB 1G/.125G,1210294,CDM,BOTH,125,GM,65.52,65.52,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,162.3,Fee Schedule,negotiated rate
PIPER/TAZOB 1G/.125G,7212024,CDM,BOTH,125,GM,81.13,81.13,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,56.79,Fee Schedule,negotiated rate
PIPER/TAZOB 1G/.125G,7212334,CDM,BOTH,125,GM,72.59,72.59,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,69.37,Fee Schedule,negotiated rate
PROMETHAZI UPTO 50MG,7212025,CDM,BOTH,5,ME,132.59,132.59,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,92.81,Fee Schedule,negotiated rate
PROMETHAZI UPTO 50MG,7212244,CDM,BOTH,5,ME,110.28,110.28,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,113.36,Fee Schedule,negotiated rate
PHENOBARB 120MG INJ,1212527,CDM,BOTH,12,UN,216.36,216.36,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,151.45,Fee Schedule,negotiated rate
OXYTOCIN UP TO 10UN,7212127,CDM,BOTH,,,135.41,135.41,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,184.99,Fee Schedule,negotiated rate
DESMOPRESSIN 1MCGINJ,7212027,CDM,BOTH,1,UN,34.91,34.91,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,6.15,115.78,Fee Schedule,negotiated rate
PROGESTERON 50MG INJ,7212029,CDM,BOTH,5,UN,438.27,438.27,BLUE CROSS OF AL,BLUE CROSS AL COMMERCIAL,,,,,,1,306.79,Fee Schedule,negotiated rate
