Encompass Health Rehabilitation Hospital of Dothan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1736 East Main St., Dothan, AL 36301-3040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State License # - H3504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicare (CCN) # - 013030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hospital Financial Aide Policy - Our hospital offers a financial aide policy.  For more information go to the hospital's main website and click on ""For Patients"" and then select ""Financial Assistance""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prices Posted and Effective 1/1/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note 1: General file information and additional details can be found on the Price Transparency page of this hospital's website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note 2: SHOPPABLE SERVICE NOT OFFERED AT HOSPITAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note 3: Plan does not pay our hospital for the SHOPPABLE_SERVICES and/or the BILLING_REVENUE_SERVICE_CODE beginning with CMG. The Negotiated Charge for a specific Plan will only be displayed for applicable SHOPPABLE_SERVICES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PATIENT_TYPE,SHOPPABLE_SERVICES,BILLING_REVENUE_SERVICE_CODE,GROSS_CHARGE,DISCOUNTED_CASH_PRICE,DEIDENTIFIED_MIN_NEGOTIATED_CHARGE,DEIDENTIFIED_MAX_NEGOTIATED_CHARGE,AETNA (AET) negotiated charge,AETNA MEDICARE (AETM) negotiated charge,ALAMED (ALMD) negotiated charge,AMBETTER AL EXCHANGE (AALZ) negotiated charge,ASCENSION COMPLETE MCR (ASCM) negotiated charge,BC FEP (BCFD) negotiated charge,BC/BS ALABAMA (BCAL) negotiated charge,BCBS AL BLUE ADVANTAGE (BCAD) negotiated charge,BCBS OF AL EXCHANGE (BALZ) negotiated charge,BLUE CROSS OUT OF STATE (BCBS) negotiated charge,CAREWORKS WORK COMP (CRWW) negotiated charge,CHAMPVA (CVA) negotiated charge,CIGNA (CIG) negotiated charge,HEALTHSPRING MEDICARE (HLSM) negotiated charge,MEDICARE (MCR) negotiated charge,MULTIPLAN WORK COMP (MULW) negotiated charge,PARADIGM WORK COMP (PARW) negotiated charge,THREE RIVERS HEALTH WC (TRPW) negotiated charge,TRICARE (TRI) negotiated charge,TRICARE FOR LIFE (TRIM) negotiated charge,UHC VA CCN (UHV) negotiated charge,UNITED HEALTHCARE (UHC) negotiated charge,UNITED HEALTHCARE EXCHANG (UHCZ) negotiated charge,UNITED HLTHCARE MEDICARE (UHCM) negotiated charge,VIVA HEALTH (VIH) negotiated charge,VIVA MEDICARE (VIVM) negotiated charge,WELLCARE MEDICARE (WLCM) negotiated charge
Inpatient Rehabilitation Services,"Psychotherapy, 30 minutes",90832,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"Psychotherapy, 45 minutes",90834,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"Psychotherapy, 60 minutes",90837,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"Family psychotherapy, not including patient, 50 minutes",90846,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"Family psychotherapy, including patient, 50 min",90847,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,Group psychotherapy,90853,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"Electrocardiogram, routine, with interpretation and report",93000,$166.00,$124.50,$132.80,$139.44,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,$139.44,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,$132.80,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3
Inpatient Rehabilitation Services,Insertion of catheter into left heart for diagnosis,93452,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,Sleep study,95810,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"Physical therapy, therapeutic exercise",97110,$110.00,$82.50,$88.00,$92.40,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,$92.40,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,$88.00,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3,Note 3
Inpatient Rehabilitation Services,"New patient office or other outpatient visit, typically 30 min",99203,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"New patient office of other outpatient visit, typically 45 min",99204,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"New patient office of other outpatient visit, typically 60 min",99205,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"Patient office consultation, typically 40 min",99243,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"Patient office consultation, typically 60 min",99244,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"Initial new patient preventive medicine evaluation, for those ages 18 to 39",99385,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,"Initial new patient preventive medicine evaluation, for those ages 40 to 64",99386,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2,Note 2
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0101-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$9037.12,$10631.91,Note 3,$10631.91,Note 3,Note 3,$10631.91,Note 3,Note 3,$10100.31,Note 3,Note 3,Note 3,$10631.91,Note 3,$10631.91,$10631.91,Note 3,$10631.91,Note 3,$10631.91,$10631.91,$10631.91,Note 3,Note 3,$10100.31,Note 3,$9037.12,$10631.91
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0101-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$11965.57,$14077.14,Note 3,$14077.14,Note 3,Note 3,$14077.14,Note 3,Note 3,$13373.28,Note 3,Note 3,Note 3,$14077.14,Note 3,$14077.14,$14077.14,Note 3,$14077.14,Note 3,$14077.14,$14077.14,$14077.14,Note 3,Note 3,$13373.28,Note 3,$11965.57,$14077.14
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0101-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$10377.90,$12209.29,Note 3,$12209.29,Note 3,Note 3,$12209.29,Note 3,Note 3,$11598.83,Note 3,Note 3,Note 3,$12209.29,Note 3,$12209.29,$12209.29,Note 3,$12209.29,Note 3,$12209.29,$12209.29,$12209.29,Note 3,Note 3,$11598.83,Note 3,$10377.90,$12209.29
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0101-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$9483.23,$11156.74,Note 3,$11156.74,Note 3,Note 3,$11156.74,Note 3,Note 3,$10598.91,Note 3,Note 3,Note 3,$11156.74,Note 3,$11156.74,$11156.74,Note 3,$11156.74,Note 3,$11156.74,$11156.74,$11156.74,Note 3,Note 3,$10598.91,Note 3,$9483.23,$11156.74
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0102-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$11468.12,$13491.91,Note 3,$13491.91,Note 3,Note 3,$13491.91,Note 3,Note 3,$12817.31,Note 3,Note 3,Note 3,$13491.91,Note 3,$13491.91,$13491.91,Note 3,$13491.91,Note 3,$13491.91,$13491.91,$13491.91,Note 3,Note 3,$12817.31,Note 3,$11468.12,$13491.91
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0102-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$15183.68,$17863.16,Note 3,$17863.16,Note 3,Note 3,$17863.16,Note 3,Note 3,$16970.00,Note 3,Note 3,Note 3,$17863.16,Note 3,$17863.16,$17863.16,Note 3,$17863.16,Note 3,$17863.16,$17863.16,$17863.16,Note 3,Note 3,$16970.00,Note 3,$15183.68,$17863.16
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0102-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$13168.24,$15492.04,Note 3,$15492.04,Note 3,Note 3,$15492.04,Note 3,Note 3,$14717.44,Note 3,Note 3,Note 3,$15492.04,Note 3,$15492.04,$15492.04,Note 3,$15492.04,Note 3,$15492.04,$15492.04,$15492.04,Note 3,Note 3,$14717.44,Note 3,$13168.24,$15492.04
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0102-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$12032.79,$14156.22,Note 3,$14156.22,Note 3,Note 3,$14156.22,Note 3,Note 3,$13448.41,Note 3,Note 3,Note 3,$14156.22,Note 3,$14156.22,$14156.22,Note 3,$14156.22,Note 3,$14156.22,$14156.22,$14156.22,Note 3,Note 3,$13448.41,Note 3,$12032.79,$14156.22
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0103-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$14780.35,$17388.65,Note 3,$17388.65,Note 3,Note 3,$17388.65,Note 3,Note 3,$16519.21,Note 3,Note 3,Note 3,$17388.65,Note 3,$17388.65,$17388.65,Note 3,$17388.65,Note 3,$17388.65,$17388.65,$17388.65,Note 3,Note 3,$16519.21,Note 3,$14780.35,$17388.65
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0103-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$19570.24,$23023.81,Note 3,$23023.81,Note 3,Note 3,$23023.81,Note 3,Note 3,$21872.62,Note 3,Note 3,Note 3,$23023.81,Note 3,$23023.81,$23023.81,Note 3,$23023.81,Note 3,$23023.81,$23023.81,$23023.81,Note 3,Note 3,$21872.62,Note 3,$19570.24,$23023.81
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0103-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$16973.02,$19968.26,Note 3,$19968.26,Note 3,Note 3,$19968.26,Note 3,Note 3,$18969.84,Note 3,Note 3,Note 3,$19968.26,Note 3,$19968.26,$19968.26,Note 3,$19968.26,Note 3,$19968.26,$19968.26,$19968.26,Note 3,Note 3,$18969.84,Note 3,$16973.02,$19968.26
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0103-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$15510.02,$18247.08,Note 3,$18247.08,Note 3,Note 3,$18247.08,Note 3,Note 3,$17334.72,Note 3,Note 3,Note 3,$18247.08,Note 3,$18247.08,$18247.08,Note 3,$18247.08,Note 3,$18247.08,$18247.08,$18247.08,Note 3,Note 3,$17334.72,Note 3,$15510.02,$18247.08
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0104-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$18863.80,$22192.70,Note 3,$22192.70,Note 3,Note 3,$22192.70,Note 3,Note 3,$21083.07,Note 3,Note 3,Note 3,$22192.70,Note 3,$22192.70,$22192.70,Note 3,$22192.70,Note 3,$22192.70,$22192.70,$22192.70,Note 3,Note 3,$21083.07,Note 3,$18863.80,$22192.70
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0104-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$24976.14,$29383.69,Note 3,$29383.69,Note 3,Note 3,$29383.69,Note 3,Note 3,$27914.51,Note 3,Note 3,Note 3,$29383.69,Note 3,$29383.69,$29383.69,Note 3,$29383.69,Note 3,$29383.69,$29383.69,$29383.69,Note 3,Note 3,$27914.51,Note 3,$24976.14,$29383.69
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0104-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$21660.24,$25482.64,Note 3,$25482.64,Note 3,Note 3,$25482.64,Note 3,Note 3,$24208.51,Note 3,Note 3,Note 3,$25482.64,Note 3,$25482.64,$25482.64,Note 3,$25482.64,Note 3,$25482.64,$25482.64,$25482.64,Note 3,Note 3,$24208.51,Note 3,$21660.24,$25482.64
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0104-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$19793.91,$23286.95,Note 3,$23286.95,Note 3,Note 3,$23286.95,Note 3,Note 3,$22122.60,Note 3,Note 3,Note 3,$23286.95,Note 3,$23286.95,$23286.95,Note 3,$23286.95,Note 3,$23286.95,$23286.95,$23286.95,Note 3,Note 3,$22122.60,Note 3,$19793.91,$23286.95
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0105-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$23588.91,$27751.66,Note 3,$27751.66,Note 3,Note 3,$27751.66,Note 3,Note 3,$26364.08,Note 3,Note 3,Note 3,$27751.66,Note 3,$27751.66,$27751.66,Note 3,$27751.66,Note 3,$27751.66,$27751.66,$27751.66,Note 3,Note 3,$26364.08,Note 3,$23588.91,$27751.66
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0105-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$31231.48,$36742.91,Note 3,$36742.91,Note 3,Note 3,$36742.91,Note 3,Note 3,$34905.77,Note 3,Note 3,Note 3,$36742.91,Note 3,$36742.91,$36742.91,Note 3,$36742.91,Note 3,$36742.91,$36742.91,$36742.91,Note 3,Note 3,$34905.77,Note 3,$31231.48,$36742.91
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0105-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$27085.69,$31865.52,Note 3,$31865.52,Note 3,Note 3,$31865.52,Note 3,Note 3,$30272.25,Note 3,Note 3,Note 3,$31865.52,Note 3,$31865.52,$31865.52,Note 3,$31865.52,Note 3,$31865.52,$31865.52,$31865.52,Note 3,Note 3,$30272.25,Note 3,$27085.69,$31865.52
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0105-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$24751.25,$29119.12,Note 3,$29119.12,Note 3,Note 3,$29119.12,Note 3,Note 3,$27663.16,Note 3,Note 3,Note 3,$29119.12,Note 3,$29119.12,$29119.12,Note 3,$29119.12,Note 3,$29119.12,$29119.12,$29119.12,Note 3,Note 3,$27663.16,Note 3,$24751.25,$29119.12
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0106-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$26829.03,$31563.56,Note 3,$31563.56,Note 3,Note 3,$31563.56,Note 3,Note 3,$29985.38,Note 3,Note 3,Note 3,$31563.56,Note 3,$31563.56,$31563.56,Note 3,$31563.56,Note 3,$31563.56,$31563.56,$31563.56,Note 3,Note 3,$29985.38,Note 3,$26829.03,$31563.56
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0106-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$35522.70,$41791.42,Note 3,$41791.42,Note 3,Note 3,$41791.42,Note 3,Note 3,$39701.85,Note 3,Note 3,Note 3,$41791.42,Note 3,$41791.42,$41791.42,Note 3,$41791.42,Note 3,$41791.42,$41791.42,$41791.42,Note 3,Note 3,$39701.85,Note 3,$35522.70,$41791.42
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0106-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$30807.37,$36243.96,Note 3,$36243.96,Note 3,Note 3,$36243.96,Note 3,Note 3,$34431.76,Note 3,Note 3,Note 3,$36243.96,Note 3,$36243.96,$36243.96,Note 3,$36243.96,Note 3,$36243.96,$36243.96,$36243.96,Note 3,Note 3,$34431.76,Note 3,$30807.37,$36243.96
Inpatient Rehabilitation Services,Inpatient Rehab Per Discharge: Stroke,CMG 0106-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$28152.70,$33120.82,Note 3,$33120.82,Note 3,Note 3,$33120.82,Note 3,Note 3,$31464.78,Note 3,Note 3,Note 3,$33120.82,Note 3,$33120.82,$33120.82,Note 3,$33120.82,Note 3,$33120.82,$33120.82,$33120.82,Note 3,Note 3,$31464.78,Note 3,$28152.70,$33120.82
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, traumatic",CMG 0201-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$8778.01,$10327.07,Note 3,$10327.07,Note 3,Note 3,$10327.07,Note 3,Note 3,$9810.72,Note 3,Note 3,Note 3,$10327.07,Note 3,$10327.07,$10327.07,Note 3,$10327.07,Note 3,$10327.07,$10327.07,$10327.07,Note 3,Note 3,$9810.72,Note 3,$8778.01,$10327.07
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, traumatic",CMG 0201-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$12464.24,$14663.81,Note 3,$14663.81,Note 3,Note 3,$14663.81,Note 3,Note 3,$13930.62,Note 3,Note 3,Note 3,$14663.81,Note 3,$14663.81,$14663.81,Note 3,$14663.81,Note 3,$14663.81,$14663.81,$14663.81,Note 3,Note 3,$13930.62,Note 3,$12464.24,$14663.81
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, traumatic",CMG 0201-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$10265.46,$12077.01,Note 3,$12077.01,Note 3,Note 3,$12077.01,Note 3,Note 3,$11473.16,Note 3,Note 3,Note 3,$12077.01,Note 3,$12077.01,$12077.01,Note 3,$12077.01,Note 3,$12077.01,$12077.01,$12077.01,Note 3,Note 3,$11473.16,Note 3,$10265.46,$12077.01
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, traumatic",CMG 0201-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$9324.34,$10969.82,Note 3,$10969.82,Note 3,Note 3,$10969.82,Note 3,Note 3,$10421.32,Note 3,Note 3,Note 3,$10969.82,Note 3,$10969.82,$10969.82,Note 3,$10969.82,Note 3,$10969.82,$10969.82,$10969.82,Note 3,Note 3,$10421.32,Note 3,$9324.34,$10969.82
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, traumatic",CMG 0202-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$11480.35,$13506.29,Note 3,$13506.29,Note 3,Note 3,$13506.29,Note 3,Note 3,$12830.97,Note 3,Note 3,Note 3,$13506.29,Note 3,$13506.29,$13506.29,Note 3,$13506.29,Note 3,$13506.29,$13506.29,$13506.29,Note 3,Note 3,$12830.97,Note 3,$11480.35,$13506.29
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, traumatic",CMG 0202-B,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$16299.57,$19175.97,Note 3,$19175.97,Note 3,Note 3,$19175.97,Note 3,Note 3,$18217.17,Note 3,Note 3,Note 3,$19175.97,Note 3,$19175.97,$19175.97,Note 3,$19175.97,Note 3,$19175.97,$19175.97,$19175.97,Note 3,Note 3,$18217.17,Note 3,$16299.57,$19175.97
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, traumatic",CMG 0202-C,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$13424.90,$15794.00,Note 3,$15794.00,Note 3,Note 3,$15794.00,Note 3,Note 3,$15004.30,Note 3,Note 3,Note 3,$15794.00,Note 3,$15794.00,$15794.00,Note 3,$15794.00,Note 3,$15794.00,$15794.00,$15794.00,Note 3,Note 3,$15004.30,Note 3,$13424.90,$15794.00
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, traumatic",CMG 0202-D,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$12192.90,$14344.59,Note 3,$14344.59,Note 3,Note 3,$14344.59,Note 3,Note 3,$13627.36,Note 3,Note 3,Note 3,$14344.59,Note 3,$14344.59,$14344.59,Note 3,$14344.59,Note 3,$14344.59,$14344.59,$14344.59,Note 3,Note 3,$13627.36,Note 3,$12192.90,$14344.59
Inpatient Rehabilitation Services,"Inpatient Rehab Per Discharge: Brain dysfunction, traumatic",CMG 0203-A,NO GROSS_CHARGE FOR THIS SHOPPABLE_SERVICE,NO DISCOUNTED_CASH_PRICE FOR THIS SHOPPABLE_SERVICE,$14296.35,$16819.23,Note 3,$16819.23,Note 3,Note 3,$16819.23,Note 3,Note 3,$15978.27,Note 3,Note 3,Note 3,$16819.23,Note 3,$16819.23,$16819.23,Note 3,$16819.23,Note 3,$16819.23,$16819.23,$16819.23,Note 3,Note 3,$15978.27,Note 3,$14296.35,$16819.23
